,churn_probability,pred_churn,CustomerID,Contract,PaymentMethod,MonthlyCharges,TotalCharges,tenure,SeniorCitizen
1669,0.9479034403162179,1,7493-TPUWZ,Month-to-month,Electronic check,79.15,79.15,1,0
641,0.9478186816982964,1,2609-IAICY,Month-to-month,Electronic check,77.15,77.15,1,0
3364,0.9477341969808876,1,8775-ERLNB,Month-to-month,Electronic check,74.3,74.3,1,1
89,0.9471943301724169,1,2034-GDRCN,Month-to-month,Electronic check,90.4,168.2,2,0
1044,0.9468061577302631,1,4587-VVTOX,Month-to-month,Electronic check,105.3,545.2,6,0
1765,0.946322700425046,1,1447-GIQMR,Month-to-month,Electronic check,69.15,69.15,1,0
1213,0.9458270817898333,1,1853-UDXBW,Month-to-month,Electronic check,70.0,70.0,1,0
1534,0.9452384782775908,1,3422-LYEPQ,Month-to-month,Electronic check,71.0,71.0,1,0
713,0.9446649577680037,1,1143-NMNQJ,Month-to-month,Electronic check,85.7,169.8,2,0
758,0.944398059280314,1,0679-IDSTG,Month-to-month,Electronic check,69.25,69.25,1,1
1827,0.9425722876517967,1,1400-MMYXY,Month-to-month,Electronic check,105.9,334.65,3,1
1028,0.9417938294823023,1,6372-RFVNS,Month-to-month,Electronic check,78.8,78.8,1,0
1538,0.9417398877346955,1,9507-EXLTT,Month-to-month,Bank transfer (automatic),79.35,79.35,1,0
1387,0.9409997282599614,1,8821-XNHVZ,Month-to-month,Mailed check,80.05,80.05,1,0
2567,0.9392478991499799,1,6630-UJZMY,Month-to-month,Electronic check,83.25,308.05,4,1
978,0.9388280982109471,1,9057-SIHCH,Month-to-month,Electronic check,96.6,291.9,3,0
684,0.9381518046596656,1,6861-XWTWQ,Month-to-month,Electronic check,99.25,665.45,7,1
1459,0.9375860189400848,1,9611-CTWIH,Month-to-month,Electronic check,89.45,240.45,3,0
1225,0.9361061901229086,1,3006-XIMLN,Month-to-month,Bank transfer (automatic),94.2,193.8,2,0
1635,0.9357208855673588,1,2867-UIMSS,Month-to-month,Electronic check,80.5,80.5,1,0
4341,0.9335996573769173,1,2545-EBUPK,Month-to-month,Electronic check,84.05,186.05,2,1
652,0.9322520875820148,1,3707-GNWHM,Month-to-month,Mailed check,74.25,74.25,1,0
673,0.9315830412094571,1,5539-TMZLF,Month-to-month,Electronic check,69.75,69.75,1,1
964,0.9312618599500508,1,3716-BDVDB,Month-to-month,Electronic check,69.1,69.1,1,0
200,0.9309319005192626,1,1820-TQVEV,Month-to-month,Electronic check,69.55,69.55,1,0
1712,0.9308583773245022,1,7254-IQWOZ,Month-to-month,Electronic check,69.65,69.65,1,0
4030,0.9306742522548095,1,5542-TBBWB,Month-to-month,Electronic check,69.9,69.9,1,0
456,0.9306742522548095,1,9804-ICWBG,Month-to-month,Electronic check,69.9,69.9,1,0
161,0.9303491232520401,1,5644-PDMZC,Month-to-month,Electronic check,89.5,161.5,2,1
1004,0.9301859454700219,1,8644-XLFBW,Month-to-month,Electronic check,71.65,71.65,1,1
1681,0.929807586623455,1,8884-ADFVN,Month-to-month,Electronic check,101.95,700.85,7,1
464,0.9293726210620403,1,8380-PEFPE,Month-to-month,Electronic check,71.65,71.65,1,0
453,0.9285350373127653,1,8375-DKEBR,Month-to-month,Electronic check,69.6,69.6,1,1
1465,0.9283452014214663,1,5550-VFRLC,Month-to-month,Electronic check,69.85,69.85,1,1
523,0.9282691368464253,1,8000-REIQB,Month-to-month,Electronic check,69.95,69.95,1,1
731,0.9278686191088521,1,6023-YEBUP,Month-to-month,Electronic check,100.95,329.95,3,0
1709,0.927780592119839,1,0488-GSLFR,Month-to-month,Electronic check,69.5,69.5,1,0
753,0.9274659494426172,1,7409-KIUTL,Month-to-month,Electronic check,71.0,71.0,1,1
1656,0.9273197632523078,1,0328-GRPMV,Month-to-month,Electronic check,70.1,70.1,1,0
4551,0.9272734961104865,1,3878-AVSOQ,Month-to-month,Electronic check,71.25,71.25,1,1
1497,0.927204133305965,1,3244-DCJWY,Month-to-month,Electronic check,70.25,70.25,1,0
1416,0.9269336705957963,1,5376-DEQCP,Month-to-month,Electronic check,70.6,70.6,1,0
1493,0.9252515852484232,1,9444-JTXHZ,Month-to-month,Electronic check,76.2,76.2,1,0
446,0.9250902666878946,1,8593-WHYHV,Month-to-month,Electronic check,85.3,264.8,3,0
619,0.9250019841973199,1,0235-KGSLC,Month-to-month,Credit card (automatic),85.55,85.55,1,0
1133,0.9249298242432097,1,9019-QVLZD,Month-to-month,Electronic check,79.55,79.55,1,0
4481,0.92366540991895,1,2254-DLXRI,Month-to-month,Mailed check,79.15,79.15,1,0
1510,0.9211605467620466,1,5196-SGOAK,Month-to-month,Electronic check,75.7,75.7,1,0
3712,0.918887306545463,1,8622-ZLFKO,Month-to-month,Electronic check,90.75,512.25,6,0
1198,0.917506527078313,1,3750-CKVKH,Month-to-month,Electronic check,67.75,116.65,2,0
284,0.9171283219352329,1,9878-TNQGW,Month-to-month,Electronic check,80.95,171.15,2,0
316,0.9163301250401074,1,9897-KXHCM,Month-to-month,Electronic check,80.3,250.05,3,0
606,0.9153986029533135,1,7488-MXJIV,Month-to-month,Electronic check,85.65,321.65,4,0
452,0.9133399315834557,1,3877-JRJIP,Month-to-month,Electronic check,59.85,59.85,1,0
1125,0.913257175079758,1,5442-UTCVD,Month-to-month,Electronic check,91.85,257.05,3,0
145,0.9112885879321446,1,2865-TCHJW,Month-to-month,Electronic check,89.2,346.2,4,1
988,0.9109815512374508,1,2959-MJHIC,Month-to-month,Electronic check,80.35,307.4,4,0
1848,0.9106539378816101,1,8083-YTZES,Month-to-month,Electronic check,74.35,265.35,4,0
4730,0.9091197158654246,1,4090-KPJIP,Month-to-month,Electronic check,74.95,212.4,3,0
297,0.9085006986540534,1,0841-NULXI,Month-to-month,Electronic check,35.55,35.55,1,0
482,0.9077045735525608,1,2485-ITVKB,Month-to-month,Electronic check,35.1,68.75,2,0
530,0.9071435404864002,1,8086-OVPWV,Month-to-month,Electronic check,80.2,181.1,2,0
1816,0.906327762201724,1,1273-MTETI,Month-to-month,Electronic check,88.85,372.45,4,1
808,0.9060303020688664,1,5052-PNLOS,Month-to-month,Bank transfer (automatic),105.35,323.25,3,0
655,0.9055250529510096,1,5186-SAMNZ,Month-to-month,Bank transfer (automatic),69.5,69.5,1,1
6011,0.9052714957248897,1,9334-GWGOW,Month-to-month,Electronic check,74.85,485.25,7,1
6550,0.9046261972354182,1,6856-RAURS,Month-to-month,Mailed check,74.9,136.05,2,0
1212,0.904623734397829,1,7817-BOQPW,Month-to-month,Electronic check,75.55,166.3,2,0
236,0.9040067670082348,1,4750-ZRXIU,Month-to-month,Electronic check,84.6,360.1,4,1
847,0.9037240941808133,1,7779-LGOVN,Month-to-month,Electronic check,86.65,856.65,10,1
1481,0.9031947763389031,1,1320-HTRDR,Month-to-month,Electronic check,75.5,220.6,3,0
462,0.9031904428219699,1,7198-GLXTC,Month-to-month,Electronic check,79.0,143.65,2,0
1823,0.9026912832968518,1,7384-GHBPI,Month-to-month,Electronic check,35.15,99.75,3,0
1183,0.9024088752059013,1,2012-NWRPA,Month-to-month,Electronic check,99.55,1131.2,11,1
362,0.9022708317693937,1,7249-WBIYX,Month-to-month,Electronic check,85.6,813.85,10,0
163,0.9021733676873344,1,2024-BASKD,Month-to-month,Mailed check,74.6,74.6,1,0
2131,0.9015175412315586,1,4115-NZRKS,Month-to-month,Electronic check,89.15,574.35,7,1
1339,0.9014745716264349,1,9940-RHLFB,Month-to-month,Electronic check,75.3,75.3,1,0
906,0.9011504441599798,1,8414-MYSHR,Month-to-month,Electronic check,91.4,449.75,5,1
470,0.9004035496353064,1,6910-HADCM,Month-to-month,Electronic check,76.35,76.35,1,0
187,0.8986286850050759,1,7379-POKDZ,Month-to-month,Electronic check,70.3,208.85,3,0
5299,0.8984408600193508,1,5032-MIYKT,Month-to-month,Mailed check,70.7,70.7,1,0
1106,0.898188786202537,1,3519-ZKXGG,Month-to-month,Electronic check,75.85,256.6,3,0
124,0.8979761928568579,1,0388-EOPEX,Month-to-month,Electronic check,74.4,139.4,2,0
1739,0.8973198257665125,1,3621-CEOVK,Month-to-month,Electronic check,100.2,1369.8,14,1
4845,0.8971823678025607,1,8161-QYMTT,Month-to-month,Electronic check,94.1,701.3,7,0
5570,0.8963023929125852,1,3320-VEOYC,Month-to-month,Electronic check,95.6,1273.3,14,1
1337,0.8957494048511891,1,8258-GSTJK,Month-to-month,Electronic check,77.0,237.75,3,1
507,0.8943039703664074,1,8183-ONMXC,Month-to-month,Electronic check,80.75,159.45,2,0
1272,0.8933858250956944,1,3721-CNEYS,Month-to-month,Electronic check,70.95,137.95,2,0
3602,0.8926886835950183,1,8739-XNIKG,Month-to-month,Electronic check,84.0,424.75,5,0
4232,0.8911916307132812,1,5501-TVMGM,Month-to-month,Electronic check,55.25,55.25,1,0
5301,0.8906350920036793,1,9717-QEBGU,Month-to-month,Electronic check,70.3,144.0,2,0
192,0.8906201341224584,1,7314-OXENN,Month-to-month,Electronic check,82.0,184.65,2,0
1657,0.8892719078833005,1,4342-HENTK,Month-to-month,Electronic check,70.65,142.35,2,1
4797,0.8882506054932028,1,0432-CAJZV,Month-to-month,Mailed check,90.7,237.65,3,0
47,0.8881811450327098,1,1024-GUALD,Month-to-month,Electronic check,24.8,24.8,1,0
717,0.8881698571717357,1,2495-INZWQ,Month-to-month,Electronic check,44.55,174.3,4,0
1053,0.8881123400834268,1,1731-TVIUK,Month-to-month,Electronic check,93.5,362.2,4,0
1323,0.8880849465404486,1,4713-LZDRV,Month-to-month,Electronic check,79.6,195.05,2,1
5498,0.8877915838555995,1,3420-YJLQT,Month-to-month,Electronic check,79.55,151.75,2,0
1170,0.8877201363706839,1,4806-KEXQR,Month-to-month,Electronic check,79.9,324.3,4,0
1727,0.8875247011549231,1,7235-NXZCP,Month-to-month,Mailed check,74.85,156.4,2,1
184,0.8872726938883566,1,6683-VLCTZ,Month-to-month,Electronic check,98.55,1842.8,20,1
6167,0.8862901117682233,1,2077-MPJQO,Month-to-month,Electronic check,75.4,533.05,7,1
1609,0.8862180050360976,1,3063-QFSZL,Month-to-month,Electronic check,55.4,55.4,1,0
1772,0.8855112879186239,1,9850-OWRHQ,Month-to-month,Credit card (automatic),74.1,228.0,3,0
940,0.8853212315323429,1,2260-USTRB,Month-to-month,Bank transfer (automatic),70.2,115.95,2,1
1248,0.885215319905299,1,1678-FYZOW,Month-to-month,Electronic check,79.4,244.65,3,0
5369,0.8847858680570809,1,6583-KQJLK,Month-to-month,Electronic check,94.65,1285.05,15,1
1671,0.8843492793794276,1,8752-STIVR,Month-to-month,Electronic check,79.0,303.15,4,0
1269,0.8831123057964195,1,5380-AFSSK,Month-to-month,Mailed check,93.9,486.85,5,0
2763,0.8807661910956641,1,6077-BDPXA,Month-to-month,Electronic check,70.15,194.2,3,0
354,0.8796834405029801,1,2845-HSJCY,Month-to-month,Electronic check,87.25,1258.6,14,0
1379,0.879180466527772,1,8780-IXSTS,Month-to-month,Electronic check,90.1,521.3,6,0
1350,0.8788342926656119,1,6892-XPFPU,Month-to-month,Electronic check,104.25,2433.9,24,1
5511,0.878632455859643,1,4298-OYIFC,Month-to-month,Electronic check,103.45,1539.8,15,0
1807,0.8782440795665065,1,5868-YWPDW,Month-to-month,Electronic check,84.2,519.15,6,1
571,0.8776641313065823,1,5159-YFPKQ,Month-to-month,Electronic check,75.8,160.75,2,0
2232,0.8774361987065743,1,9094-AZPHK,Month-to-month,Electronic check,100.15,1415.0,15,0
985,0.8757175238586663,1,8443-ZRDBZ,Month-to-month,Electronic check,76.05,318.9,4,0
1868,0.8749902163024929,1,8361-LTMKD,Month-to-month,Mailed check,74.4,306.6,4,1
287,0.8744058202919535,1,7029-RPUAV,Month-to-month,Credit card (automatic),100.45,1622.45,17,1
1533,0.874333768166567,1,9102-IAYHT,Month-to-month,Electronic check,85.45,1451.6,17,0
1797,0.8737699019989702,1,9274-CNFMO,Month-to-month,Electronic check,74.95,308.7,4,1
607,0.8734493528893755,1,2027-FECZV,Month-to-month,Electronic check,106.7,1253.9,12,0
1270,0.8721222229570591,1,2055-PDADH,Month-to-month,Electronic check,70.4,204.7,3,1
3559,0.869815476082138,1,4813-HQMGZ,Month-to-month,Electronic check,90.25,743.75,8,0
1319,0.8684997400774267,1,3247-ZVOUO,Month-to-month,Electronic check,85.55,851.75,10,1
553,0.8682554986263739,1,1084-UQCHV,Month-to-month,Bank transfer (automatic),69.75,69.75,1,0
762,0.8676510983694643,1,9747-DDZOS,Month-to-month,Bank transfer (automatic),73.5,73.5,1,0
2267,0.8670463998079883,1,5348-CAGXB,Month-to-month,Electronic check,89.55,1021.75,12,0
282,0.8669620502802363,1,0655-RBDUG,Month-to-month,Bank transfer (automatic),98.05,713.0,7,0
1633,0.8659006798990241,1,6328-ZPBGN,Month-to-month,Bank transfer (automatic),95.15,997.65,11,1
1016,0.865392426668055,1,0004-TLHLJ,Month-to-month,Electronic check,73.9,280.85,4,0
4980,0.8650847712115788,1,8107-KNCIM,Month-to-month,Electronic check,75.1,1013.35,14,1
418,0.8650666804289724,1,2761-OCIAX,Month-to-month,Electronic check,74.7,165.4,2,1
3222,0.8646342627970441,1,3030-YDNRM,Month-to-month,Electronic check,74.85,572.45,8,0
1314,0.8633871719221625,1,1867-BDVFH,Month-to-month,Electronic check,74.35,834.2,11,0
570,0.8626773962949181,1,2737-YNGYW,Month-to-month,Electronic check,80.55,184.1,2,0
730,0.8626057970893002,1,0709-TVGUR,Month-to-month,Electronic check,74.55,622.9,9,1
1032,0.8625899589489814,1,6319-IEJWJ,Month-to-month,Electronic check,90.2,1776.55,20,0
1742,0.861751549219021,1,5832-XKAES,Month-to-month,Credit card (automatic),69.8,134.7,2,0
1148,0.8606054208519168,1,2057-ZBLPD,Month-to-month,Electronic check,86.5,1808.7,21,0
349,0.8601158503900866,1,1768-ZAIFU,Month-to-month,Electronic check,25.2,25.2,1,1
2093,0.8599783086419845,1,8266-VBFQL,Month-to-month,Electronic check,90.4,356.65,4,0
654,0.8598823299274498,1,8245-UMPYT,Month-to-month,Electronic check,96.4,1581.2,16,1
787,0.859726560689582,1,6127-ISGTU,Month-to-month,Electronic check,84.95,1378.25,16,0
63,0.8596221277198166,1,7273-TEFQD,Month-to-month,Electronic check,41.15,132.2,3,1
340,0.8588939485550379,1,3372-KWFBM,Month-to-month,Electronic check,86.6,1281.0,16,1
1788,0.8585998749732671,1,3990-QYKBE,Month-to-month,Electronic check,92.5,3473.4,37,1
6702,0.8578264670492998,1,6969-MVBAI,Month-to-month,Electronic check,90.1,816.8,9,1
2253,0.8573597431339817,1,6705-LXORM,Month-to-month,Electronic check,70.05,302.6,5,1
4464,0.8571931131292605,1,3199-XGZCY,Month-to-month,Electronic check,75.25,576.7,8,0
911,0.8568322657215072,1,5569-KGJHX,Month-to-month,Bank transfer (automatic),85.35,754.65,9,0
2718,0.8567148794492031,1,0411-EZJZE,Month-to-month,Electronic check,60.25,170.5,3,0
4062,0.8562456814832917,1,0258-NOKBL,Month-to-month,Electronic check,90.4,268.45,3,0
399,0.8561963315271729,1,7881-EVUAD,Month-to-month,Electronic check,42.6,72.4,2,0
1293,0.8561437473369155,1,4735-ASGMA,Month-to-month,Electronic check,98.35,2515.3,26,0
1092,0.855694941889912,1,4229-CZMLL,Month-to-month,Electronic check,74.9,469.8,6,0
1615,0.8554786499888007,1,0871-URUWO,Month-to-month,Credit card (automatic),102.25,1359.0,13,0
1719,0.8546105119660202,1,0616-ATFGB,Month-to-month,Electronic check,25.05,25.05,1,1
375,0.8535710743558391,1,5357-TZHPP,Month-to-month,Credit card (automatic),84.4,732.5,9,1
135,0.8529090328292308,1,8397-MVTAZ,Month-to-month,Electronic check,100.05,3480.0,34,0
2684,0.8521134478099237,1,7363-QTBIW,Month-to-month,Electronic check,79.75,769.1,9,0
6510,0.8515587762690322,1,5442-BHQNG,Month-to-month,Electronic check,70.35,139.25,2,0
807,0.851185942424033,1,6376-GAHQE,Month-to-month,Electronic check,77.85,299.2,4,0
1220,0.8507571879593167,1,7571-YXDAD,Month-to-month,Credit card (automatic),74.9,147.15,2,0
3025,0.8506627959446984,1,3292-PBZEJ,Month-to-month,Electronic check,111.4,1183.05,11,1
1354,0.8499880498143102,1,6000-APYLU,Month-to-month,Electronic check,80.8,713.1,9,0
2557,0.8486316493859635,1,4301-VVZKA,Month-to-month,Electronic check,75.4,1189.4,16,0
2582,0.8472856995477904,1,5382-SOYZL,Month-to-month,Electronic check,95.1,2162.6,22,0
6932,0.8469448422783105,1,7952-OBOYL,Month-to-month,Mailed check,89.85,244.45,3,0
574,0.8467920708203281,1,8699-ASUFO,Month-to-month,Mailed check,74.4,527.9,7,1
6514,0.8465112016384374,1,8873-GLDMH,Month-to-month,Mailed check,73.85,401.3,6,0
1111,0.8465029970457436,1,1567-DSCIC,Month-to-month,Electronic check,94.0,773.65,8,0
6380,0.8463316100743485,1,3317-VLGQT,Month-to-month,Electronic check,78.1,1122.4,14,0
1404,0.8451603947591318,1,4919-IKATY,Month-to-month,Electronic check,84.5,453.75,5,0
1224,0.845105364815049,1,8443-WVPSS,Month-to-month,Electronic check,99.85,990.9,10,0
1139,0.8448592317434954,1,7130-VTEWQ,Month-to-month,Electronic check,75.75,606.25,8,1
122,0.8443308336152693,1,5949-XIKAE,Month-to-month,Electronic check,83.55,680.05,8,0
3450,0.8441078688795073,1,5628-FCGYG,Month-to-month,Electronic check,84.1,1737.45,21,0
130,0.8439945714134852,1,4636-QRJKY,Month-to-month,Electronic check,80.5,502.85,6,0
2788,0.843642856241914,1,6507-ZJSUR,Month-to-month,Electronic check,90.45,2117.25,23,1
1698,0.8431745976051673,1,6608-QQLVK,Month-to-month,Electronic check,50.5,50.5,1,0
1083,0.8418060472632664,1,0576-WNXXC,Month-to-month,Electronic check,95.55,2510.2,27,1
637,0.8412319612473109,1,9221-OTIVJ,Month-to-month,Electronic check,104.85,1531.4,14,1
490,0.8409857228806691,1,0923-PNFUB,Month-to-month,Electronic check,83.75,247.25,3,0
1774,0.8406127202710191,1,8676-TRMJS,Month-to-month,Mailed check,75.0,209.1,3,0
5169,0.8403524719503375,1,2665-NPTGL,Month-to-month,Bank transfer (automatic),98.1,2510.7,26,1
1357,0.8401815348593707,1,9048-JVYVF,Month-to-month,Electronic check,69.35,191.35,3,0
708,0.8399484797851716,1,8510-AWCXC,Month-to-month,Electronic check,100.8,1308.1,13,1
35,0.8390678080440306,1,2135-RXIHG,Month-to-month,Electronic check,45.65,45.65,1,0
2666,0.8381353317835945,1,1751-NCDLI,Month-to-month,Electronic check,98.85,4564.9,46,1
5745,0.8368351806950978,1,3338-CVVEH,Month-to-month,Electronic check,94.55,1173.55,12,0
810,0.8367923902845311,1,2386-LAHRK,Month-to-month,Mailed check,53.5,53.5,1,0
365,0.8366387784217617,1,3334-CTHOL,Month-to-month,Bank transfer (automatic),49.95,49.95,1,0
1508,0.8365912187290223,1,0654-HMSHN,Month-to-month,Electronic check,104.4,2157.95,21,0
4941,0.8365903472190855,1,9741-YLNTD,Month-to-month,Bank transfer (automatic),87.95,522.35,6,0
1685,0.8359671940529669,1,7851-FLGGQ,Month-to-month,Mailed check,44.65,44.65,1,0
705,0.8356626942148248,1,4749-VFKVB,Month-to-month,Mailed check,50.1,50.1,1,0
1422,0.8351169576881206,1,5228-EXCET,Month-to-month,Electronic check,80.85,1008.7,13,0
1933,0.8351107471941766,1,4445-ZJNMU,Month-to-month,Credit card (automatic),99.3,918.75,9,0
404,0.8345811966365521,1,0330-IVZHA,Month-to-month,Electronic check,69.95,330.15,5,0
128,0.8345388685261901,1,5609-CEBID,Month-to-month,Electronic check,94.1,1782.4,20,1
4799,0.8345130862856948,1,1200-TUZHR,Month-to-month,Electronic check,85.2,695.75,8,1
3071,0.8342956653446415,1,2439-LYPMQ,Month-to-month,Electronic check,102.6,4009.2,38,1
728,0.8341046362666336,1,7295-JOMMD,Month-to-month,Bank transfer (automatic),98.1,396.3,4,0
521,0.8339135481949606,1,4514-GFCFI,Month-to-month,Electronic check,84.75,1350.15,16,1
3679,0.8334861583645359,1,1475-VWVDO,Month-to-month,Electronic check,74.9,490.55,7,0
1464,0.8329828290400535,1,0013-EXCHZ,Month-to-month,Mailed check,83.9,267.4,3,1
387,0.832611807824964,1,9283-LZQOH,Month-to-month,Credit card (automatic),74.4,896.75,13,0
1580,0.8325427991257424,1,1522-VVDMG,Month-to-month,Electronic check,89.75,608.8,7,0
917,0.8314487964779206,1,4706-AXVKM,Month-to-month,Credit card (automatic),84.8,906.85,11,1
809,0.8311869757720906,1,6979-ZNSFF,Month-to-month,Electronic check,87.05,762.1,8,0
1356,0.8311602986437083,1,3672-YITQD,Month-to-month,Electronic check,84.1,3021.6,36,1
4335,0.8307418743954323,1,0840-DFEZH,Month-to-month,Electronic check,75.35,564.65,7,0
502,0.8299911805377723,1,6651-AZVTJ,Month-to-month,Electronic check,99.8,4872.45,49,0
5173,0.8296486209539382,1,0988-JRWWP,Month-to-month,Electronic check,54.2,140.4,3,0
1447,0.82845158661958,1,4631-OACRM,Month-to-month,Electronic check,79.4,1156.1,15,1
1776,0.8284156809766742,1,0685-MLYYM,Month-to-month,Electronic check,70.75,154.85,2,1
931,0.8276431215733833,1,4317-VTEOA,Month-to-month,Electronic check,50.75,50.75,1,0
569,0.8276235222255222,1,0524-IAVZO,Month-to-month,Electronic check,85.0,2624.25,30,0
5638,0.827474477842162,1,8541-QVFKM,Month-to-month,Electronic check,73.5,632.2,8,0
6740,0.8274665275157663,1,1226-IENZN,Month-to-month,Electronic check,78.75,1218.25,16,1
6044,0.8273640054215734,1,4983-CCWMC,Month-to-month,Mailed check,69.6,207.4,3,0
864,0.8273504163157276,1,3866-MDTUB,Month-to-month,Electronic check,70.75,146.9,2,0
6819,0.8269492507149764,1,0749-IRGQE,Month-to-month,Electronic check,45.3,528.45,13,1
2885,0.8262556602772727,1,3717-OEAUQ,Month-to-month,Mailed check,70.7,129.2,2,0
257,0.8262546137169755,1,1989-PRJHP,Month-to-month,Electronic check,75.5,1893.95,27,1
238,0.8257215297174588,1,6680-WKXRZ,Month-to-month,Bank transfer (automatic),74.4,215.8,3,0
6613,0.8255982846822361,1,5339-PXDVH,Month-to-month,Electronic check,90.65,367.95,4,0
1859,0.8245862338960388,1,1980-KXVPM,Month-to-month,Credit card (automatic),75.05,256.25,3,1
144,0.824564177044459,1,3627-FHKBK,Month-to-month,Mailed check,75.3,75.3,1,0
439,0.8244729427228584,1,5364-XYIRR,Month-to-month,Electronic check,94.65,4812.75,51,0
6025,0.8241917677982002,1,9752-ZNQUT,Month-to-month,Electronic check,48.6,48.6,1,0
1371,0.8240396915902759,1,5366-IJEQJ,Month-to-month,Electronic check,88.7,1761.45,20,0
783,0.8237533516425393,1,9685-WKZGT,Month-to-month,Electronic check,74.95,1036.75,14,1
5599,0.8225959305795311,1,7354-OIJLX,Month-to-month,Electronic check,75.85,724.65,9,0
6493,0.8220777429350392,1,2985-FMWYF,Month-to-month,Electronic check,93.5,2341.55,23,0
6749,0.8215173270166722,1,3411-WLRSQ,Month-to-month,Bank transfer (automatic),74.6,239.05,3,1
1554,0.8209026536027754,1,3538-WZPHD,Month-to-month,Electronic check,29.6,79.45,3,0
6857,0.820283379218506,1,9572-WUKSB,Month-to-month,Electronic check,29.9,92.25,3,0
803,0.8197799282348567,1,7005-CCBKV,Month-to-month,Electronic check,84.4,556.35,6,0
946,0.8194587219121623,1,6900-PXRMS,Month-to-month,Electronic check,105.75,2710.25,26,1
293,0.8191279512921841,1,8111-SLLHI,Month-to-month,Electronic check,105.65,4284.8,39,1
732,0.8191228541635464,1,7209-JCUDS,Month-to-month,Electronic check,94.9,1048.85,10,0
1161,0.8188727866002479,1,6543-XRMYR,Month-to-month,Electronic check,99.7,2967.35,30,1
224,0.818742463574283,1,3908-BLSYF,Month-to-month,Electronic check,83.9,497.55,6,0
2568,0.8181728005504342,1,5709-LVOEQ,Two year,Mailed check,80.85,0.0,0,0
986,0.8178120109602627,1,9136-ALYBR,Month-to-month,Mailed check,24.45,24.45,1,0
1018,0.8152494232798175,1,4817-VYYWS,Month-to-month,Electronic check,100.2,2983.8,30,0
1514,0.8136999472233764,1,9840-DVNDC,Month-to-month,Credit card (automatic),80.5,463.05,6,0
880,0.8134346311366918,1,0689-NKYLF,Month-to-month,Electronic check,83.2,1060.6,13,0
305,0.8129933481617866,1,3992-YWPKO,Month-to-month,Credit card (automatic),109.9,669.45,6,0
1306,0.8125244239206898,1,8008-HAWED,Month-to-month,Electronic check,50.75,712.75,14,0
6842,0.8122541363192899,1,1754-GKYPY,Month-to-month,Bank transfer (automatic),89.75,1938.9,22,1
315,0.8118392101536284,1,9866-QEVEE,Month-to-month,Bank transfer (automatic),86.0,1532.45,19,0
1630,0.8116540269054979,1,8650-RHRKE,Month-to-month,Electronic check,29.65,118.5,4,0
374,0.8111556636302646,1,7861-UVUFT,Month-to-month,Electronic check,84.3,1308.4,15,0
6295,0.8108595755967385,1,2325-NBPZG,Month-to-month,Electronic check,74.55,233.65,3,0
4986,0.810828977200467,1,4029-HPFVY,Month-to-month,Mailed check,70.3,220.4,3,0
1397,0.8107321801724142,1,3143-JQEGI,Month-to-month,Electronic check,88.35,1222.8,13,0
1660,0.8107092664567194,1,3223-WZWJM,Month-to-month,Electronic check,83.95,2254.2,26,0
227,0.8102151292726867,1,9227-LUNBG,Month-to-month,Electronic check,24.6,24.6,1,0
